Title,Author,Book_Ref,Class_Code,Imprint,Publisher_Group,Rank,Volume,RRP,ASP,Binding,Pub_Date
Gruffalo's Child; The,Donaldson; Julia,10074,PS008F,Millen Childrens Books,Panda Millen Group,256,26372,6.99,4.67,Hardback,02/09/2005
Gruffalo's Child; The,Donaldson; Julia,10442,PS008F,Millen Childrens Books,Panda Millen Group,92,30076,5.99,4.12,Paperback,02/04/2010
Guardian Angel's Journal; The,Jess-Cooke; Carolyn,11034,GL002F,Plato Books,Large Red Book Company,1493,13164,6.99,4.68,Paperback,14/04/2011
Guernsey Literary and Potato Peel Pie Society; The,Shaffer; Mary Ann & Barrows; Annie,10448,GL002F,Boe Publishing PLC,Boe Bells Group,107,29512,7.99,6.58,Paperback,07/06/2010
Guess How Much I Love You,McBratney; Sam,10648,PS008F,Seabrook Books Ltd,Seabrook Group,596,21390,5.99,4.61,Paperback,05/11/2007
Guess How Much I Love You - Snuggle Book,McBratney; Sam,11880,EG004F,Seabrook Books Ltd,Seabrook Group,3593,7126,9.99,8.92,Paperback,07/02/2011
Guess How Much I Love You Board Book,McBratney; Sam,10855,EG004F,Seabrook Books Ltd,Seabrook Group,1063,16136,4.99,4.19,Hardback,02/02/2009
Gun Seller; The,Laurie; Hugh,12101,GL002F,Quiver Books,Fletchers Green Group,4152,6324,7.99,6.61,Paperback,07/10/2004
Gypsy,Pearse; Lesley,12308,RE009F,Emu Books,Emu Group,4642,5761,7.99,6.14,Paperback,14/05/2009
Hairy Maclary from Donaldson's Dairy Hairy Maclary and Friends,Dodd; Lynley,10975,PS008F,Peacote Books,Emu Group,1333,14111,5.99,4.82,Paperback,29/08/1985
Hairy Maclary from Donaldson's Dairy Hairy Maclary and Friends,Dodd; Lynley,11861,EG004F,Norseman Childrens Books,Emu Group,3547,7193,5.99,4.98,Hardback,04/07/2002
Hairy Maclary's Rumpus at the Vet Hairy Maclary and Friends,Dodd; Lynley,12143,PS008F,Peacote Books,Emu Group,4272,6201,5.99,5.21,Paperback,28/11/1991
Half Blood Blues,Edugyan; Esi,10865,GL002F,Snake Tail,Silloute Books Group,1105,15976,10.99,8.79,Paperback,02/06/2011
Half of a Yellow Sun,Ngozi Adichie; Chimamanda,11059,GL002F,HyperPerennial,Collin Turner Group,1545,12907,8.99,6.48,Paperback,15/01/2007
Hamilton's Hats,Oborne; Martine,11232,PS008F,Millen Childrens Books,Panda Millen Group,2007,10922,5.99,3.94,Paperback,04/07/2008
Hand Me Down World,Jones; Lloyd,11095,GL002F,Nigel White Publishers Ltd,Sinclair Books,1647,12453,7.99,5.16,Paperback,09/05/2011
Hand That First Held Mine; The,O'Farrell; Maggie,10040,GL002F,Deadline Review,Deadline Group,328,25249,7.99,5.58,Paperback,03/02/2011
Handa's Surprise,Browne; Eileen,12334,PS008F,Seabrook Books Ltd,Seabrook Group,4709,5706,5.99,4.6,Paperback,24/07/1995
Handle with Care,Picoult; Jodi,11450,GL002F,Sinclair Paperback,Sinclair Books,2579,9235,7.99,5.68,Paperback,10/12/2009
Handmaid's Tale; The Contemporary classics,Atwood; Margaret,10834,SN010F,Antique,Fletchers Green Group,1022,16605,8.99,6.14,Paperback,03/01/1998
Hanging Hill,Hayder; Mo,11437,CE003F,Poultry Press,Transformation Group,2548,9317,12.99,8.2,Hardback,14/04/2011
Hanging Shed; The,Ferris; Gordon,11364,CE003F,Pacific Books,Gove Pacific Group,2371,9763,7.99,5.15,Paperback,01/09/2011
Hangman,Kellerman; Faye,10629,CE003F,Brooklyn,Collin Turner Group,561,21853,7.99,4.87,Paperback,17/02/2011
Happy Birthday,Steel; Danielle,10500,GL002F,Poultry Press,Transformation Group,224,26780,18.99,10.23,Hardback,07/07/2011
Happy Birthday,Steel; Danielle,11956,GL002F,Poultry Dill Publishing Group,Transformation Group,3791,6828,12.99,10.52,Paperback,01/07/2009
Happy Ever After Bride Quartet,Roberts; Nora,12150,GL002F,Plato Books,Large Red Book Company,4291,6183,7.99,6.38,Paperback,05/05/2011
Harbour,Lindqvist; John Ajvide,11181,GL002F,Oak Publishing Plc,Oak Group,1861,11404,7.99,4.99,Paperback,26/05/2011
Hard Girls,Cole; Martina,10457,CE003F,Deadline Publishing Group,Deadline Group,130,28853,7.99,5.65,Paperback,15/04/2010
Hard Way Jack Reacher; The,Child; Lee,10494,CE003F,Poultry Books,Transformation Group,201,27382,7.99,5.18,Paperback,06/01/2011
Harry and the Dinosaurs First Sleepover Harry and the Dinosaurs,Whybrow; Ian,12105,PS008F,Peacote Books,Emu Group,4157,6307,6.99,5.28,Paperback,06/01/2011
Harry Potter Adult Paperback Boxed Set Adult Edition,Rowling; J K,11571,SN010F,Boe Publishing PLC,Boe Bells Group,2861,8539,59.99,38.64,Paperback,06/10/2008
Harry Potter and the Chamber of Secrets,Rowling; J K,10234,CN001F,Boe Publishing PLC,Boe Bells Group,718,20092,6.99,5.65,Paperback,01/11/2010
Harry Potter and the Chamber of Secrets,Rowling; J K,10883,CN001F,Boe Publishing PLC,Boe Bells Group,1144,15687,6.99,5.46,Hardback,07/10/2002
Harry Potter and the Deathly Hallows,Rowling; J K,10396,CN001F,Boe Publishing PLC,Boe Bells Group,3258,7740,8.99,7.55,Paperback,01/11/2011
Harry Potter and the Deathly Hallows,Rowling; J K,10689,CN001F,Boe Publishing PLC,Boe Bells Group,700,20224,8.99,7.16,Hardback,04/10/2010
Harry Potter and the Deathly Hallows Adult Edition,Rowling; J K,11412,SN010F,Boe Publishing PLC,Boe Bells Group,2487,9476,8.99,7.27,Paperback,10/07/2008
Harry Potter and the Goblet of Fire,Rowling; J K,10520,CN001F,Boe Publishing PLC,Boe Bells Group,265,26293,8.99,7.28,Paperback,01/11/2010
Harry Potter and the Goblet of Fire,Rowling; J K,11383,CN001F,Boe Publishing PLC,Boe Bells Group,2409,9606,8.99,7.3,Hardback,03/10/2005
Harry Potter and the Half Blood Prince,Rowling; J K,10551,CN001F,Boe Publishing PLC,Boe Bells Group,356,24849,8.99,7.28,Paperback,01/11/2010
Harry Potter and the Half Blood Prince,Rowling; J K,11337,CN001F,Boe Publishing PLC,Boe Bells Group,2281,9954,8.99,7.04,Hardback,06/07/2009
Harry Potter and the Order of the Phoenix,Rowling; J K,10550,CN001F,Boe Publishing PLC,Boe Bells Group,355,24865,8.99,7.26,Paperback,01/11/2010
Harry Potter and the Order of the Phoenix,Rowling; J K,11536,CN001F,Boe Publishing PLC,Boe Bells Group,2777,8726,8.99,7.19,Hardback,04/06/2007
Harry Potter and the Philosopher's Stone,Rowling; J K,10193,CN001F,Boe Publishing PLC,Boe Bells Group,747,19584,6.99,5.9,Paperback,01/11/2010
Harry Potter and the Philosopher's Stone,Rowling; J K,10539,CN001F,Boe Publishing PLC,Boe Bells Group,325,25268,6.99,5.36,Hardback,08/10/2001
Harry Potter and the Philosopher's Stone Adult Edition,Rowling; J K,12300,SN010F,Boe Publishing PLC,Boe Bells Group,4624,5792,7.99,6.86,Paperback,10/07/2004
Harry Potter and the Prisoner of Azkaban,Rowling; J K,10418,CN001F,Boe Publishing PLC,Boe Bells Group,26,31792,6.99,5.7,Paperback,01/11/2010
Harry Potter and the Prisoner of Azkaban,Rowling; J K,11077,CN001F,Boe Publishing PLC,Boe Bells Group,1590,12719,6.99,5.53,Hardback,03/05/2004
Harry Potter Paperback Boxed Set,Rowling; J K,10899,CN001F,Boe Publishing PLC,Boe Bells Group,1175,15474,59.99,37.97,Paperback,01/11/2010
Hart of Empire,David; Saul,11759,CE003F,Sinclair Paperback,Sinclair Books,3292,7644,6.99,4.7,Paperback,23/06/2011
Harvesting the Heart,Picoult; Jodi,10046,GL002F,Sinclair Paperback,Sinclair Books,2871,8505,7.99,4.73,Paperback,23/06/2011
Haunted; The,Valentine; Niki,11046,CE003F,Ellipses,Large Red Book Company,1513,13018,6.99,3.96,Paperback,13/10/2011
Haunting; The,Titchmarsh; Alan,10754,RE009F,Sinclair & White Ltd,Sinclair Books,843,18387,18.99,12.01,Hardback,15/09/2011
Have You Seen Her?,Rose; Karen,10089,CE003F,Deadline Book Publishing,Deadline Group,2234,10123,6.99,4.56,Paperback,06/01/2011
Headhunters,Nesbo; Jo,10465,CE003F,Harvey Secker,Fletchers Green Group,145,28536,11.99,8.34,Paperback,01/09/2011
Heart and Soul,Binchy; Maeve,11663,GL002F,Constellation,Shallot Group,3060,8070,7.99,5.93,Paperback,18/07/2009
Heart and the Bottle; The,Jeffers; Oliver,12045,PS008F,Hyperturner Childrens Books,Collin Turner Group,4006,6540,6.99,5.06,Paperback,02/09/2010
Heart of Darkness,Conrad; Joseph,11774,GL002F,Emu Classics,Emu Group,3333,7558,7.99,6.65,Paperback,02/08/2007
Heart of the Matter; The,Giffin; Emily,11980,GL002F,Constellation,Shallot Group,3854,6750,6.99,4.58,Paperback,04/08/2011
Heartstone,Sansom; C J,10122,CE003F,Panda Books,Panda Millen Group,1959,11054,8.99,5.33,Paperback,01/09/2011
Heartstone,Sansom; C J,11431,CE003F,Hearth,Panda Millen Group,2536,9348,18.99,9.58,Hardback,03/09/2010
Hecton the Body Snatcher Beast Quest,Blade; Adam,11017,CN001F,Mistletow Books,Sinclair Books,1454,13368,4.99,3.6,Paperback,03/03/2011
Heir from Nowhere; The Jacquard & Babbage Modern,Morey; Trish,12337,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,4715,5702,3.3,3.16,Paperback,18/02/2011
Heist Society,Carter; Ally,11795,YT014F,Mistletow Books,Sinclair Books,3380,7461,6.99,5.67,Paperback,01/09/2011
Hell Gate,Fairstein; Linda A,11457,CE003F,Ellipses,Large Red Book Company,2590,9183,6.99,4.93,Paperback,19/11/2010
Hellion the Fiery Foe Beast Quest,Blade; Adam,11824,CN001F,Mistletow Books,Sinclair Books,3461,7353,4.99,3.95,Paperback,02/09/2010
Hello Thomas! Thomas & Friends,Awdry; Reverend Wilbert Vere,10995,EG004F,Ravenglass Books,Egburt Books Group,1397,13629,3.99,3.17,Hardback,03/01/2011
Hell's Corner Camel Club,Baldacci; David,10112,CE003F,Panda Books,Panda Millen Group,3589,7126,7.99,4.63,Paperback,23/06/2011
Hell's Corner Camel Club,Baldacci; David,11567,CE003F,Millen,Panda Millen Group,2852,8546,17.99,11.01,Hardback,31/12/2010
Help; The,Stockett; Kathryn,10004,GL002F,Emu Books,Emu Group,507,22482,7.99,5.34,Paperback,13/05/2010
Her Fearful Symmetry,Niffenegger; Audrey,10561,GL002F,Antique,Fletchers Green Group,381,24381,7.99,6.31,Paperback,05/07/2010
Her Last Scream,Kerley; J A,11163,CE003F,Brooklyn,Collin Turner Group,1822,11688,7.99,3.99,Paperback,29/09/2011
Here Come the Girls,Johnson; Milly,10249,GL002F,Gary & Balding Ltd,Gary & Balding Group,208,27021,6.99,4.56,Paperback,28/04/2011
Hero of Ages; The Mistborn,Sanderson; Brandon,11102,SN010F,Gollileth,Shallot Group,1672,12386,8.99,6.42,Paperback,11/02/2010
Heroes,Cormier; Robert,11934,CN001F,Peacote Books,Emu Group,3737,6904,5.99,4.19,Paperback,26/06/1999
Heroes of Olympus the Lost Hero Heroes of Olympus,Riordan; Rick,10693,CN001F,Peacote Books,Emu Group,720,20075,12.99,9.22,Hardback,12/10/2010
Heroes; The,Abercrombie; Joe,10954,SN010F,Gollileth,Shallot Group,1280,14590,14.99,9.42,Hardback,02/10/2010
Hero's Guide to Deadly Dragons; A Hiccup,Cowell; Cressida,11362,CN001F,Sinclair Childrens Books,Sinclair Books,2368,9792,5.99,5.05,Paperback,04/02/2010
Hetty Feather,Wilson; Jacqueline,10306,CN001F,Knine Yearling Books,Transformation Group,1903,11290,5.99,4.47,Paperback,05/08/2010
Hiccup How to Train Your Dragon Hiccup,Cowell; Cressida,10332,CN001F,Sinclair Childrens Books,Sinclair Books,321,25355,5.99,3.35,Paperback,04/02/2010
Hidden Child; The,Lackberg; Camilla,10302,CE003F,Brooklyn,Collin Turner Group,353,24886,7.99,5.03,Paperback,20/06/2011
Hidden Depths,Cleeves; Ann,12033,CE003F,Panda Books,Panda Millen Group,3967,6572,7.99,6.02,Paperback,07/01/2011
Hide and Seek,Lief; Katia,11094,CE003F,Edmunds Press,Fletchers Green Group,1644,12485,6.99,3.87,Paperback,13/10/2011
High Lord; The Black Magician Trilogy,Canavan; Trudi,11864,SN010F,Spinning,Large Red Book Company,3551,7184,8.99,6.46,Paperback,04/03/2010
Highway Rat; The,Donaldson; Julia,10131,PS008F,Phillip Brown Books,Solar Group Ltd,66,30940,10.99,6.92,Hardback,01/09/2011
His Unknown Heir Jacquard & Babbage Modern,Shaw; Chantelle,12146,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,4282,6193,3.3,3.18,Paperback,04/02/2011
History of Love; The,Krauss; Nicole,12131,GL002F,Emu Books,Emu Group,4240,6223,8.99,7.09,Paperback,06/01/2006
Hit Girls,Mitchell; Dreda Say,11363,CE003F,Sinclair Paperback,Sinclair Books,2370,9774,6.99,4.14,Paperback,18/08/2011
Hobbit; The Essential Modern Classics,Tolkien; J R R,11037,CN001F,Hyperturner Publishers,Collin Turner Group,1496,13154,6.99,5.34,Paperback,02/11/1998
Hobbit; The or There and Back Again,Tolkien; J R R,10682,SN010F,Hyperturner Publishers,Collin Turner Group,690,20370,7.99,6.57,Paperback,20/03/1991
Hold Tight,Coben; Harlan,12031,CE003F,Constellation,Shallot Group,3961,6579,7.99,5.75,Paperback,08/01/2009
Holes,Sachar; Louis,10597,CN001F,Boe Publishing PLC,Boe Bells Group,478,22767,6.99,5.27,Paperback,02/10/2000
Hollywood Sinners Mia,Fox; Victoria,12009,GL002F,Mia Books,Harley Quin (UK) Ltd Group,3921,6668,7.99,5.74,Paperback,15/04/2011
Holy Thief; The,Ryan; William,11036,CE003F,Panda Books,Panda Millen Group,1494,13154,7.99,4.8,Paperback,04/03/2011
Home for Christmas,Groves; Annie,10411,RE009F,Brooklyn,Collin Turner Group,16,31913,6.99,4.19,Paperback,27/10/2011
Home for Christmas,Taylor; Cally,11996,GL002F,Constellation,Shallot Group,3887,6705,6.99,4.16,Paperback,10/11/2011
Homecoming,Kelly; Cathy,10081,GL002F,Brooklyn,Collin Turner Group,307,21060,7.99,4.73,Paperback,17/03/2011
Homecoming Girls,Wood; Val,10602,RE009F,Knine Books,Transformation Group,488,22683,5.99,4.39,Paperback,17/03/2011
Honor the Happy Days Fairy Princess Fairies,Meadows; Daisy,12203,CN001F,Mistletow Books,Sinclair Books,4379,6042,4.99,3.51,Paperback,04/08/2011
Honourable Schoolboy; The,le Carre; John,11590,CE003F,Spectar,Sinclair Books,2907,8433,8.99,7.18,Paperback,26/11/2009
Horrid Henry and Other Stories,Simon; Francesca,10683,CN001F,Wale,Shallot Group,691,20364,4.99,2.17,Paperback,22/05/1995
Horrid Henry and the Bogey Babysitter,Simon; Francesca,12200,CN001F,Wale,Shallot Group,4369,6064,4.99,4.16,Paperback,01/07/2002
Horrid Henry and the Football Fiend,Simon; Francesca,11330,CN001F,Constellation Childrens Books,Shallot Group,2266,10033,4.99,4.41,Paperback,29/04/2010
Horrid Henry and the Tooth Fairy,Simon; Francesca,12188,CN001F,Wale,Shallot Group,4345,6100,4.99,4.18,Paperback,28/04/1997
Horrid Henry and the Zombie Vampire Horrid Henry,Simon; Francesca,10297,CN001F,Constellation Childrens Books,Shallot Group,389,24334,7.99,6.85,Hardback,01/09/2011
Horrid Henry Robs the Bank Horrid Henry,Simon; Francesca,10699,CN001F,Constellation Childrens Books,Shallot Group,736,19731,4.99,3.91,Paperback,12/06/2008
Horrid Henry Rocks Horrid Henry,Simon; Francesca,10380,CN001F,Constellation Childrens Books,Shallot Group,4049,6464,4.99,3.77,Paperback,02/09/2010
Horrid Henry Shows Who's Boss,Simon; Francesca,12148,PS008F,Constellation Childrens Books,Shallot Group,4287,6184,12.99,9.59,Hardback,30/09/2010
Horrid Henry Wakes the Dead,Simon; Francesca,11205,CN001F,Constellation Childrens Books,Shallot Group,1925,11183,4.99,4.04,Paperback,01/10/2009
Horrid Henry's Christmas Cracker,Simon; Francesca,11263,CN001F,Constellation Childrens Books,Shallot Group,2096,10657,4.99,3.64,Paperback,05/10/2006
Horrid Henry's Hilariously Horrid Joke Book,Simon; Francesca,11146,PS008F,Constellation Childrens Books,Shallot Group,1777,11917,4.99,4.04,Paperback,25/03/2010
Horrid Henry's Mighty Joke Book,Simon; Francesca,12274,CN001F,Constellation Childrens Books,Shallot Group,4571,5850,4.99,3.9,Paperback,03/03/2008
Horrid Henry's Stinkbomb,Simon; Francesca,11741,CN001F,Wale,Shallot Group,3263,7719,4.99,3.58,Paperback,17/10/2002
Host; The,Meyer; Stephenie,10515,GL002F,Ellipses,Large Red Book Company,254,26379,7.99,5.82,Paperback,04/07/2009
Hotel Vendome,Steel; Danielle,10501,GL002F,Poultry Press,Transformation Group,225,26728,18.99,10.8,Hardback,13/10/2011
Hothouse Flower,Riley; Lucinda,10198,GL002F,Emu Books,Emu Group,438,23350,7.99,5.6,Paperback,25/11/2010
House at Riverton; The,Morton; Kate,10996,GL002F,Panda Books,Panda Millen Group,1398,13626,7.99,6.24,Paperback,15/06/2007
House at Sea's End; The A Ruth Galloway Investigation,Griffiths; Elly,10847,CE003F,Oak Publishing Plc,Oak Group,1052,16270,6.99,4.4,Paperback,23/06/2011
House by the Sea; The,Montefiore; Santa,11727,GL002F,Gary & Balding Ltd,Gary & Balding Group,3233,7790,12.99,8.64,Hardback,21/07/2011
House of Silk; The New Sherlock Holmes Novel,Horowitz; Anthony,10248,CE003F,Constellation,Shallot Group,892,17971,18.99,10.81,Hardback,01/11/2011
House of the Hanged,Mills; Mark,10582,CE003F,Brooklyn,Collin Turner Group,433,23508,7.99,5.26,Paperback,07/07/2011
House of the Mosque; The,Abdolah; Kader,11024,GL002F,Bishops Books,Bishops Group,1466,13321,7.99,6.47,Paperback,13/01/2011
House Rules,Picoult; Jodi,10147,GL002F,Sinclair Paperback,Sinclair Books,977,17204,7.99,5.16,Paperback,25/11/2010
How to be a Pirate Hiccup,Cowell; Cressida,10970,CN001F,Sinclair Childrens Books,Sinclair Books,1319,14203,5.99,5.07,Paperback,04/02/2010
How to Break a Dragon's Heart Hiccup,Cowell; Cressida,11321,CN001F,Sinclair Childrens Books,Sinclair Books,2242,10099,5.99,5.02,Paperback,04/02/2010
How to Catch a Star,Jeffers; Oliver,10764,PS008F,Hyperturner Childrens Books,Collin Turner Group,864,18160,5.99,4.33,Paperback,03/05/2005
How to Cheat a Dragon's Curse Hiccup,Cowell; Cressida,11311,CN001F,Sinclair Childrens Books,Sinclair Books,2223,10158,5.99,4.87,Paperback,04/02/2010
How to Grow a Dinosaur,Hart; Caryl,10586,PS008F,Gary & Balding Childrens Books,Gary & Balding Group,453,23189,5.99,4,Paperback,17/03/2011
How to Ride a Dragon's Storm Hiccup,Cowell; Cressida,11471,CN001F,Sinclair Childrens Books,Sinclair Books,2615,9101,5.99,4.93,Paperback,04/02/2010
How To Speak Dragonese Hiccup,Cowell; Cressida,11225,CN001F,Sinclair Childrens Books,Sinclair Books,1984,10978,5.99,4.93,Paperback,05/12/2009
How to Steal a Dragon's Sword Hiccup,Cowell; Cressida,10475,CN001F,Sinclair Childrens Books,Sinclair Books,171,28070,5.99,4.41,Paperback,06/10/2011
How to Survive Summer Camp,Wilson; Jacqueline,11542,CN001F,Kings Press,OAP Group,2789,8688,6.99,5.98,Paperback,02/06/2011
How to Twist a Dragon's Tale Hiccup,Cowell; Cressida,11448,CN001F,Sinclair Childrens Books,Sinclair Books,2577,9253,5.99,4.9,Paperback,04/02/2010
Hug,Alborough; Jez,10443,EG004F,Seabrook Books Ltd,Seabrook Group,93,30036,10.99,3.01,Hardback,02/09/2002
Huge Bag of Worries; The,Ironside; Virginia,11297,PS008F,Sinclair Childrens Books,Sinclair Books,2180,10294,5.99,3.85,Paperback,18/11/2004
Hugless Douglas Douglas,Melling; David,10482,PS008F,Sinclair Childrens Books,Sinclair Books,183,27818,5.99,5.17,Paperback,02/09/2010
Hunger,Grant; Michael,10708,YT014F,Ravenglass Books,Egburt Books Group,759,19399,6.99,5.87,Paperback,06/09/2010
Hunger Games Trilogy Box Set,Collins; Suzanne,11223,YT014F,Solar,Solar Group Ltd,1975,10984,23.97,13.12,Hardback,01/09/2011
Hunger Games; The Hunger Games Trilogy,Collins; Suzanne,10207,YT014F,Solar,Solar Group Ltd,115,29327,9.99,7.28,Hardback,10/01/2009
Hunted House of Night,Cast; P C & Cast; Kristin,11560,YT014F,Proton,Large Red Book Company,2836,8581,6.99,5.1,Paperback,04/06/2009
Hunted The Medusa Project,McKenzie; Sophie,10989,YT014F,Gary & Balding Childrens Books,Gary & Balding Group,1379,13793,6.99,5.58,Paperback,06/01/2011
Hunter; The,Wood; Tom,10627,CE003F,Ellipses,Large Red Book Company,556,21904,6.99,4.62,Paperback,12/05/2011
Hunter's Moon Doctor Who,Finch; Paul,11257,SN010F,British Book Company,Fletchers Green Group,2081,10697,6.99,4.7,Hardback,28/04/2011
Hush; Hush,Fitzpatrick; Becca,10706,YT014F,Gary & Balding Childrens Books,Gary & Balding Group,752,19477,6.99,4.79,Paperback,27/05/2010
Hypnotist; The,Kepler; Lars,11076,CE003F,Green Door,Collin Turner Group,1589,12720,12.99,8.57,Hardback,12/05/2011
I am God,Faletti; Giorgio,11203,CE003F,Vectar,PC Reubens Group,1922,11220,7.99,5.17,Paperback,09/06/2011
I am Not Sleepy and I Will Not Go to Bed Charlie and Lola,Child; Lauren,11128,PS008F,Mistletow Books,Sinclair Books,1729,12158,6.99,5.25,Paperback,18/10/2007
I am Number Four,Lore; Pittacus,10120,YT014F,Emu Books,Emu Group,924,17651,7.99,5.3,Paperback,03/02/2011
I am Number Four,Lore; Pittacus,10435,YT014F,Emu Books,Emu Group,79,30217,7.99,6.53,Hardback,03/02/2010
I am Too Absolutely Small for School Charlie and Lola,Child; Lauren,11162,PS008F,Mistletow Books,Sinclair Books,1821,11691,6.99,5.24,Paperback,18/10/2007
I Can See You,Rose; Karen,11332,GL002F,Deadline Book Publishing,Deadline Group,2275,10031,6.99,5.13,Paperback,13/05/2010
I Don't Know How She Does It,Pearson; Allison,10151,GL002F,Antique,Fletchers Green Group,14,31933,7.99,4.95,Paperback,01/09/2011
I Heart Hollywood,Kelk; Lindsey,12096,GL002F,Brooklyn,Collin Turner Group,4140,6332,7.99,5.83,Paperback,07/01/2010
I Heart Paris,Kelk; Lindsey,12059,GL002F,Brooklyn,Collin Turner Group,4043,6474,6.99,5.43,Paperback,08/07/2010
I Heart Vegas,Kelk; Lindsey,11638,GL002F,Brooklyn,Collin Turner Group,3010,8200,6.99,4.73,Paperback,08/12/2011
I Love My Mummy,Andreae; Giles,10938,PS008F,Mistletow Books,Sinclair Books,1255,14845,5.99,4.17,Paperback,03/02/2011
